Student ID,Gender,Religion,Branch,Div-1,Div-2,Div-3,Roll-1,Roll-2,Roll-3,Mentor-1,Mentor-2,Mentor-3,Math-1 Theory,Physics Theory,Physics Practical,Java-1 Theory,Java-1 Practical,Software Engineering Theory,Software Engineering Practical,Environmental Science Theory,IOT Workshop Practical,Computer Workshop Practical,Math-2 Theory,Data Structures using Java Theory,Data Structures using Java Practical,DBMS Theory,DBMS Practical,Fundamental of Electronics and Electrical Theory,Fundamental of Electronics and Electrical Practical,Java-2 Theory,Java-2 Practical,Math-1 Attendance,Physics Attendance,Java-1 Attendance,Software Engineering Attendance,Environmental Science Attendance,IOT Workshop Attendance,Math-2 Attendance,Data Structures using Java Attendance,DBMS Attendance,Fundamental of Electronics and Electrical Attendance,Java-2 Attendance,Math-3 Theory,DE Theory,DE Practical,FSD Theory,FSD Practical,Python Theory,Python Practical,Communication Theory,Law Theory
211,M,Hindu,IT,D11,D10,C3,310,278,96,HRS,JPM,SPP,57,59,59,41,78,52,72,68,69,81,58,62,77,62,69,68,78,49,84,73,91,82,71,67,100,80.65,77.42,78.46,68.75,89.06,47,60,90,65,96,77,95,72,45
212,M,Hindu,IT,D1,D4,C2,19,108,64,CVM,JJS,BAP,79,64,76,56,68,64,68,49,74,55,57,60,79,59,69,74,86,65,80,93,96,92,92,92,100,95.52,91.18,95.08,91.84,89.47,79,82,87,72,83,70,84,65,29
213,M,Hindu,IT,D9,D7,C4,267,210,109,MMS,BPD,BAP,77,57,64,49,81,53,77,48,82,83,41,63,88,46,83,45,81,58,82,92,90,88,92,92,100,77.59,92.75,85.25,85.19,91.38,37,57,94,74,68,77,86,44,25
214,M,Hindu,IT,D12,D12,C5,336,337,158,NRS,VHP,JDP,56,31,69,34,54,45,90,51,75,67,33,51,63,40,66,48,78,44,78,94,93,98,97,100,100,93.1,91.53,95.24,92.31,95.71,38,37,73,50,64,49,54,43,39
215,M,Muslim,IT,D10,D4,C3,295,107,74,CVM,IAM,JDP,65,69,60,55,66,76,70,64,82,90,55,61,82,51,80,61,75,64,86,100,100,99,100,100,100,97.01,92.65,90.16,100,94.74,78,68,89,85,85,84,90,58,36
216,M,Hindu,IT,D12,D8,C3,333,225,83,MDP,JJS,JDP,63,64,57,46,65,59,61,61,61,56,54,65,73,59,60,61,59,65,76,87,92,97,97,93,100,92.06,98.41,94.74,96.49,95.16,69,69,88,72,84,72,82,68,34
217,M,Hindu,IT,D9,D8,C3,262,213,86,KCS,JPM,ASP,63,54,69,50,74,68,69,70,62,91,54,66,79,53,72,56,63,59,81,96,98,96,92,100,100,92.06,82.54,87.72,89.47,85.48,73,62,96,72,70,85,88,82,26
218,F,Hindu,IT,D1,D2,C1,26,34,14,KGB,PDB,SPP,91,91,83,48,68,70,65,86,80,74,83,79,56,71,65,84,55,53,61,97,97,92,92,100,100,96.97,95.08,95.24,95.65,93.85,87,88,94,92,79,79,86,93,82
219,M,Hindu,IT,D5,D9,C3,148,263,102,MMS,IAM,SDS,63,44,73,41,75,64,68,56,81,96,49,46,63,60,64,69,82,62,76,92,86,91,79,79,100,88.06,88.57,84.48,98,92.98,58,39,98,78,82,71,84,82,57
220,M,Hindu,IT,D8,D3,C1,234,68,22,NRS,IAM,BAP,73,79,64,54,76,74,82,74,70,90,77,67,97,70,94,76,78,68,96,81,80,89,89,92,100,78.26,89.29,86.15,89.8,88.52,77,84,92,89,83,83,97,89,55
221,M,Hindu,IT,D5,D5,C4,146,126,110,MDP,PVV,JDP,66,69,88,46,92,77,72,78,60,78,44,51,82,43,81,59,78,67,82,89,91,88,85,93,100,88.89,88.52,84.38,81.48,84.75,71,67,87,91,71,74,96,89,57
222,F,Hindu,IT,D8,D1,C1,214,28,4,MDP,BPD,BAP,80,79,68,55,70,91,86,78,85,80,82,80,83,79,69,88,90,80,77,98,97,98,92,92,100,100,100,100,100,100,89,91,94,97,91,90,95,94,78
223,M,Hindu,IT,D7,D5,C3,191,131,76,HRS,ASA,AKS,59,72,68,46,69,80,55,75,76,79,52,59,78,63,69,68,75,62,84,80,76,78,76,86,100,71.43,75.41,65.63,70.37,74.58,71,74,95,67,91,65,81,76,74
224,M,Hindu,IT,D11,D11,C6,317,322,173,MMP,PJD,ASP,50,50,47,34,60,44,71,60,72,65,37,43,58,36,41,40,47,36,54,77,73,68,68,87,100,81.94,84.75,61.82,70,72.73,50,44,75,60,38,44,33,41,36
225,M,Hindu,IT,D5,D1,C1,126,30,18,KCS,JJS,ZKG,82,83,78,56,90,83,73,84,57,87,56,79,84,66,86,74,85,71,95,96,98,98,92,93,100,84.38,86.89,90.32,93.75,90.91,88,87,81,89,73,89,84,88,60
226,M,Hindu,IT,D5,D11,C6,145,313,172,KGB,ASA,AKS,52,45,70,36,84,51,63,43,58,79,36,37,57,32,45,42,55,41,65,85,92,83,79,86,100,75,81.36,74.55,78,83.33,32,41,91,47,37,54,40,61,36
227,M,Hindu,IT,D4,D7,C3,112,196,82,MDP,ASA,BAP,57,69,60,46,76,68,74,83,58,86,42,68,85,55,75,79,83,57,86,94,94,94,95,93,100,93.1,91.3,90.16,85.19,96.55,66,71,95,86,86,73,82,89,75
228,M,Hindu,IT,D6,D7,C3,160,181,77,KCS,VHP,ASP,77,60,79,52,92,55,70,63,77,79,52,55,91,50,83,70,80,69,86,84,88,91,92,92,100,89.66,82.61,77.05,85.19,98.28,83,82,95,76,83,90,84,81,54
229,M,Hindu,IT,D9,D6,C2,247,172,56,KGB,IAM,SPP,65,61,74,50,64,71,77,77,79,71,54,74,73,70,69,65,82,50,70.5,96,98,98,95,100,100,100,100,89.55,96.15,96.97,78,86,78,85,75,71,70,79,54
230,F,Hindu,IT,D11,D8,C4,307,237,106,ARP,IAM,ZKG,65,57,53,42,77,59,73,74,74,83,67,54,73,46,57,68,78,46,74,95,96,93,88,87,100,92.06,95.24,89.47,100,91.94,44,63,79,67,70,62,93,80,77
231,M,Hindu,IT,D8,D12,C6,231,333,162,MDP,PDB,ZKG,44,53,47,34,59,38,66,54,57,49,38,39,24,50,35,51,48,48,35,81,71,71,70,83,100,75.86,76.27,85.71,84.62,84.29,45,58,89,70,42,61,54,67,48
232,M,Hindu,IT,D11,D9,C4,326,266,133,DPP,NPB,ZKG,51,56,49,41,76,64,71,61,73,74,43,52,77,51,60,50,63,55,68,97,96,93,91,100,100,88.06,94.29,84.48,92,91.23,55,62,77,67,57,74,86,77,39
233,F,Hindu,IT,D10,D2,C1,292,57,19,DPP,JPM,AKS,73,79,90,60,86,73,83,76,73,94,65,75,87,69,84,71,87,66,88,94,100,96,94,92,100,100,98.36,96.83,100,96.92,81,72,96,88,74,80,92,88,50
234,M,Hindu,IT,D11,D8,C4,305,222,121,SVC,ASA,AKS,66,57,46,48,62,61,71,57,73,75,56,58,91,42,82,68,72,46,87,98,96,95,94,100,100,96.83,85.71,92.98,89.47,93.55,65,73,88,59,61,61,80,77,36
235,F,Hindu,IT,D3,D9,C4,90,244,111,JAZ,PJD,SDS,54,66,74,39,53,62,66,74,73,77,62,59,57,48,52,65,67,49,66,98,100,94,95,86,100,100,100,82.76,92,92.98,67,69,84,69,65,61,87,86,70
236,F,Hindu,IT,D3,D4,C1,79,110,25,MMP,NPB,SYD,75,67,70,51,62,70,65,80,68,81,70,76,88,74,91,65,81,67,93,95,98,98,95,93,100,100,98.53,93.44,95.92,96.49,74,81,92,89,90,84,95,84,60
237,M,Hindu,IT,D6,D9,C3,156,270,94,DPP,PJD,AKS,46,58,84,38,76,68,61,59,80,79,72,56,68,49,58,67,64,55,67,99,89,94,89,85,100,94.03,94.29,93.1,88,89.47,57,54,96,72,90,57,81,74,37
238,F,Hindu,IT,D8,D12,C6,216,348,182,MMS,PJD,JDP,36,42,86,22,71,48,72,71,79,80,23,36,57,44,60,43,43,46,71,86,94,100,95,92,100,72.41,77.97,73.02,80.77,87.14,40,42,75,48,51,59,62,65,37
239,M,Hindu,IT,D11,D10,C5,303,271,134,NSD,PVS,SYD,60,48,54,39,66,63,81,57,78,69,45,57,57,54,55,61,72,35,57,92,90,89,88,93,100,90.32,87.1,89.23,95.83,84.38,61,48,73,53,57,54,60,69,49
240,M,Jain,IT,D12,D10,C5,334,284,159,MMP,PVS,SDS,57,68,80,31,61,50,89,57,80,65,37,45,41,36,34,38,75,43,33,98,100,100,97,100,100,93.55,95.16,83.08,100,90.63,46,39,65,50,52,52,49,49,33
241,M,Hindu,IT,D12,D10,C5,344,287,149,HRS,ASA,ASP,53,59,70,35,47,57,61,55,59,62,38,46,68,46,57,53,50,52,73,93,93,97,94,93,100,80.65,88.71,86.15,85.42,87.5,64,61,71,70,77,58,64,75,43
242,M,Hindu,IT,D11,D11,C5,319,319,139,NRS,PAT,AKS,41,53,59,36,68,51,61,72,80,77,67,52,65,40,46,47,33,44,66,99,93,98,97,100,100,98.61,94.92,69.09,92,84.85,68,49,66,58,47,56,62,55,31
243,M,Hindu,IT,D12,D12,C6,347,347,179,KCS,PVV,SDS,41,45,61,24,62,41,79,60,62,61,23,32,74,41,70,38,47,51,85,92,92,97,97,79,100,98.28,98.31,98.41,88.46,94.29,34,32,70,49,51,54,76,75,42
244,F,Hindu,IT,D12,D8,C2,342,226,53,CVM,JPM,SPP,77,56,76,31,55,65,86,58,78,72,60,64,86,71,78,72,79,63,86,95,100,100,100,100,100,98.41,95.24,98.25,92.98,93.55,70,84,71,89,50,68,62,89,52
245,M,Hindu,IT,D10,D4,C1,280,115,23,KDL,PVS,JDP,72,84,60,35,74,70,71,80,79,92,70,72,83,70,85,83,75,64,83,100,100,100,100,100,100,98.51,95.59,98.36,95.92,98.25,75,82,74,75,72,76,84,79,58
246,M,Hindu,IT,D10,D5,C4,273,143,105,ARP,ZPB,BNS,67,77,90,38,72,72,76,87,82,89,50,43,85,55,79,66,82,59,88,93,94,87,92,100,100,93.65,86.89,90.63,87.04,91.53,55,56,79,71,65,67,92,86,54
247,M,Hindu,IT,D12,D8,C2,332,235,36,KGB,ASA,ZKG,58,61,79,37,68,69,89,80,79,70,72,66,82,72,73,61,79,67,76,98,95,98,92,79,100,96.83,90.48,91.23,92.98,93.55,59,69,89,87,53,64,66,57,62
248,F,Hindu,IT,D11,D2,C1,314,33,7,KDL,PAT,SYD,80,80,59,65,82,77,82,62,89,69,80,80,79,77,75,82,69,73,77,94,88,93,91,100,100,93.94,88.52,88.89,93.48,96.92,86,76,94,90,78,90,86,86,51
249,M,Muslim,IT,D11,D7,C3,308,192,81,CVM,PJD,BNS,58,65,51,52,84,67,63,82,74,67,58,56,68,67,60,62,73,56,76,91,87,95,79,87,100,87.93,79.71,90.16,68.52,86.21,74,68,96,85,67,69,72,77,55
250,M,Hindu,IT,D1,D7,C2,22,209,61,JAZ,ASA,AKS,72,61,82,45,77,58,75,70,75,72,49,68,91,71,74,71,77,54,80,100,100,96,97,100,100,82.76,89.86,91.8,96.3,87.93,68,81,73,74,72,71,80,56,49
251,M,Hindu,IT,D5,D8,C3,122,233,73,DPP,VHP,BAP,70,53,78,50,87,52,61,46,58,88,68,66,68,43,62,63,69,61,72,92,94,94,90,93,100,100,96.83,98.25,100,98.39,65,71,84,81,76,83,82,56,47
252,M,Hindu,IT,D1,D6,C2,21,161,44,HRS,JPM,SPP,56,62,81,60,90,71,75,86,81,79,47,67,88,72,81,54,72,78,85,92,75,96,84,69,100,93.22,82.76,80.6,88.46,81.82,67,72,94,94,79,91,90,92,68
253,M,Hindu,IT,D3,D6,C2,86,174,70,ARP,JPM,ZKG,69,65,86,47,77,65,68,64,82,67,58,64,83,54,80,55,80,69,81.5,98,100,100,100,100,100,98.31,100,98.51,100,100,83,73,77,85,63,72,71,61,36
254,M,Hindu,IT,D11,D7,C4,311,205,103,JAZ,PJD,AKS,68,63,68,57,95,50,82,59,95,69,35,56,84,42,84,70,71,65,82,78,79,81,76,87,100,77.59,73.91,80.33,88.89,72.41,56,69,85,77,72,80,92,54,51
255,F,Hindu,IT,D1,D2,C1,24,49,27,KCS,PJD,ZKG,92,81,75,40,62,79,76,67,82,68,82,68,58,64,66,80,61,51,61,97,99,94,92,92,100,96.97,91.8,90.48,93.48,87.69,82,75,90,68,76,58,87,69,46
256,M,Hindu,IT,D10,D12,C6,282,344,175,MDP,NPB,JDP,42,50,77,28,76,39,68,57,59,90,24,38,52,33,46,41,51,51,52,69,76,83,83,77,100,74.14,81.36,74.6,73.08,87.14,34,27,77,44,38,54,57,53,38
257,M,Hindu,IT,D11,D12,C6,331,339,167,KDL,ASA,JDP,41,37,48,41,73,46,83,49,67,65,32,51,69,30,59,39,27,43,64,97,99,100,91,100,100,98.28,89.83,87.3,92.31,92.86,38,49,74,52,33,45,59,47,31
258,M,Hindu,IT,D7,D4,C2,188,98,48,ARP,PAT,SPP,69,64,73,60,79,75,52,64,71,81,64,66,68,63,68,66,71,60,77,96,97,93,92,93,100,92.54,92.65,95.08,95.92,89.47,72,58,92,70,88,78,87,85,65
259,F,Hindu,IT,D11,D7,C3,315,208,91,KGB,ZPB,BAP,63,65,57,53,84,56,75,61,75,83,44,52,88,63,75,58,77,70,91,99,100,97,97,93,100,89.66,95.65,88.52,88.89,94.83,71,63,90,83,78,72,70,78,44
260,M,Muslim,IT,D8,D11,C6,219,317,163,PJD,JPM,AKS,40,50,73,34,69,57,70,78,57,49,33,42,40,39,39,41,60,51,46,81,90,94,89,83,100,95.83,76.27,96.36,84,95.45,35,51,94,62,41,62,54,91,50
261,M,Hindu,IT,D11,D9,C3,330,256,87,KCS,PVV,SPP,50,46,65,53,83,68,83,72,66,65,44,71,67,57,68,52,74,69,71,93,93,94,97,93,100,79.1,81.43,96.55,78,100,39,75,83,65,100,86,96,61,57
262,M,Hindu,IT,D3,D1,C1,76,16,12,KDL,IAM,SPP,86,81,87,71,83,78,71,82,76,85,66,70,84,69,75,83,86,81,86,77,77,87,71,86,100,81.25,73.77,74.19,83.33,84.85,79,78,95,84,76,80,84,83,42
263,M,Hindu,IT,D5,D5,C4,142,129,107,MDP,VHP,SYD,73,62,79,43,70,79,66,69,75,82,48,60,89,48,72,58,62,49,83,91,86,92,82,79,100,74.6,81.97,82.81,88.89,77.97,64,60,90,76,59,70,92,74,44
264,M,Hindu,IT,D8,D10,C3,225,277,99,HRS,JJS,BNS,53,53,60,44,55,59,69,56,54,47,47,61,66,71,74,65,77,59,68,100,97,100,95,100,100,100,100,100,100,100,67,66,95,83,80,66,88,73,35
265,F,Hindu,IT,D11,D5,C1,316,136,29,MDP,NPB,ASP,55,67,55,51,86,82,77,86,77,83,66,64,88,81,78,74,72,67,83,92,94,88,85,80,0,95.24,90.16,76.56,90.74,93.22,76,69,60,94,91,77,97,70,56
266,M,Hindu,IT,D11,D9,C3,328,255,84,JAZ,PDB,SDS,55,57,62,44,80,61,70,68,59,81,53,56,80,68,73,58,73,68,80,98,99,97,97,93,100,91.04,88.57,84.48,90,92.98,58,55,96,82,90,76,91,79,54
267,F,Hindu,IT,D9,D10,C5,261,282,138,VVV,PVV,SDS,64,46,69,38,57,59,75,68,57,65,41,57,45,47,47,58,75,49,45,100,90,98,95,85,100,85.48,91.94,86.15,95.83,85.94,70,64,64,84,61,64,76,80,48
268,M,Hindu,IT,D1,D7,C4,28,184,116,MMP,BPD,SYD,68,68,69,40,75,67,70,72,71,71,46,52,79,52,73,54,82,62,80,100,100,98,97,100,100,94.83,95.65,96.72,100,96.55,64,64,71,86,68,73,86,74,56
269,M,Hindu,IT,D9,D11,C4,246,311,108,KDL,VHP,SPP,46,60,60,39,70,40,77,67,70,85,51,64,75,56,62,63,39,54,79,96,87,94,95,85,100,83.33,89.83,87.27,94,90.91,51,76,94,79,65,64,96,66,34
270,M,Hindu,IT,D7,D7,C3,184,183,101,NSD,ASA,JDP,61,65,79,57,61,61,51,79,68,76,38,57,99,63,90,47,80,68,96,89,94,94,97,100,100,89.66,94.2,95.08,96.3,94.83,72,72,94,89,91,86,81,81,54
271,M,Hindu,IT,D6,D6,C2,153,178,67,VVV,PVV,AKS,67,66,77,51,89,61,78,77,83,90,44,56,79,72,80,71,82,64,71,95,97,95,97,92,100,98.31,96.55,85.07,88.46,95.45,68,65,94,80,70,80,88,84,64
272,M,Hindu,IT,D6,D6,C1,173,156,31,DPP,ZPB,BAP,62,72,78,37,76,80,72,85,77,80,60,68,61,79,67,79,81,62,74,94,95,96,95,85,100,94.92,93.1,88.06,86.54,92.42,85,88,91,86,77,68,68,94,67
273,M,Hindu,IT,D3,D8,C2,85,215,62,VVV,PAT,ASP,72,55,74,51,61,56,62,89,75,73,65,61,35,63,31,76,73,63,35,82,91,86,83,86,0,93.65,95.24,85.96,92.98,88.71,83,65,74,89,62,76,53,85,43
274,F,Hindu,IT,D10,D3,C1,284,74,21,MMS,PVV,BNS,78,72,87,49,84,78,79,84,72,93,61,69,94,79,91,70,79,68,88,99,92,90,94,100,100,97.1,96.43,92.31,95.92,100,90,86,95,89,75,74,88,90,78
275,M,Hindu,IT,D6,D3,C2,162,75,55,KGB,PJD,SYD,69,74,83,61,84,72,72,64,77,74,63,55,96,62,88,71,74,64,95,95,86,92,89,92,100,85.51,94.64,89.23,95.92,95.08,64,61,78,78,55,70,85,80,54
276,M,Hindu,IT,D8,D2,C1,229,50,10,KDL,PVS,AKS,74,75,80,72,72,71,65,81,86,60,77,74,84,74,81,79,70,86,82,98,91,97,95,92,100,90.91,86.89,90.48,95.65,96.92,84,87,92,88,81,81,97,83,73
277,M,Hindu,IT,D11,D8,C4,304,234,125,PJD,ZPB,SYD,58,53,56,60,77,54,71,69,68,81,51,51,95,45,83,36,65,69,95,90,96,90,88,87,100,92.06,84.13,94.74,91.23,96.77,62,63,76,83,77,75,99,80,33
278,M,Hindu,IT,D12,D2,C1,361,38,11,HRS,VHP,ASP,86,80,82,57,77,75,76,79,69,60,66,83,68,73,71,73,71,77,69,93,95,92,89,79,100,93.94,88.52,96.83,86.96,95.38,79,69,91,87,73,82,85,87,57
279,M,Hindu,IT,D8,D5,C3,220,141,78,SVC,PVS,BNS,54,58,81,69,71,73,60,67,88,65,37,69,88,65,82,57,60,63,91,94,88,96,92,92,100,76.19,81.97,79.69,87.04,83.05,52,65,98,91,87,87,83,89,63
280,M,Hindu,IT,D1,D12,C6,25,336,171,KDL,PVS,ZKG,46,53,60,28,53,40,63,52,74,46,33,35,0,41,35,54,35,52,35,75,81,73,84,92,100,75.86,66.1,77.78,76.92,80,52,45,74,74,61,68,55,61,34
281,M,Hindu,IT,D3,D3,C2,62,82,38,MMP,JJS,ASP,81,65,82,67,62,60,71,47,73,89,59,65,89,62,78,60,60,74,87,88,92,91,83,71,100,94.2,92.86,96.92,87.76,93.44,71,72,90,81,83,82,86,52,27
282,F,Hindu,IT,D2,D2,C1,56,40,16,JAZ,ASA,SYD,82,88,88,49,77,78,80,76,81,93,67,78,81,65,78,82,73,66,83,90,81,86,92,69,100,89.39,90.16,82.54,91.3,76.92,74,71,93,92,90,71,82,93,53
283,F,Hindu,IT,D7,D11,C4,192,303,120,JAZ,JJS,SDS,53,52,39,35,58,57,66,71,70,76,56,70,38,45,40,58,47,46,37,99,98,98,95,93,100,100,96.61,92.73,96,95.45,46,67,56,66,65,48,85,62,47
284,M,Hindu,IT,D11,D2,C1,322,42,9,SVC,IAM,ZKG,81,70,64,59,91,87,78,88,80,83,78,75,72,80,77,83,72,70,68,87,87,86,82,80,100,92.42,93.44,92.06,100,89.23,94,84,92,86,92,77,93,92,63
285,M,Hindu,IT,D11,D11,C4,327,305,122,HRS,NPB,ASP,36,54,59,47,73,58,61,67,74,67,47,57,60,65,50,61,51,51,66,86,87,90,82,87,100,88.89,96.61,83.64,96,89.39,69,67,56,82,55,62,81,87,52
286,M,Hindu,IT,D10,D8,C2,297,211,66,KDL,IAM,SPP,61,55,69,49,74,71,72,64,84,86,48,66,86,70,87,61,73,63,93,90,91,96,89,92,100,100,100,94.74,100,100,74,71,87,75,77,68,74,88,52
287,M,Hindu,IT,D11,D8,C3,309,224,90,DPP,IAM,BNS,72,53,62,50,67,57,72,73,60,81,44,63,95,62,78,51,68,66,96,79,87,91,79,87,100,84.13,79.37,77.19,89.47,85.48,54,63,98,73,87,73,95,80,51
288,M,Hindu,IT,D2,D3,C1,55,86,26,HRS,PDB,SPP,82,71,82,51,77,68,71,87,75,73,82,71,59.5,72,63.5,74,79,50,60,92,87,94,83,77,100,81.16,91.07,75.38,93.88,85.25,82,62,92,82,91,57,96,88,51
289,M,Hindu,IT,D10,D4,C1,288,112,17,SVC,PDB,SPP,66,77,84,49,70,70,77,84,83,92,66,75,88,76,86,81,80,73,93,100,100,100,100,100,100,97.01,97.06,100,100,98.25,85,83,79,94,72,75,90,86,61
290,M,Hindu,IT,D10,D12,C5,276,343,150,HRS,JPM,BNS,49,42,85,32,62,38,69,58,80,82,32,58,50,44,57,34,41,52,56,86,88,90,94,100,100,84.48,72.88,79.37,80.77,88.57,40,33,67,59,72,53,69,46,47
291,M,Hindu,IT,D3,D2,C1,64,52,5,NRS,ZPB,JDP,78,78,78,59,66,74,70,78,78,83,81,80,88,82,83,84,73,78,88,99,97,100,93,86,100,100,98.36,95.24,91.3,96.92,86,82,93,94,76,80,81,81,55
292,M,Hindu,IT,D6,D7,C2,170,182,49,VVV,ZPB,BAP,38,80,79,49,80,77,70,83,74,80,51,73,87,66,74,85,75,59,79,90,86,97,89,77,100,84.48,88.41,85.25,92.59,89.66,72,74,88,80,66,65,69,83,74
293,M,Hindu,IT,D10,D12,C6,291,353,181,CVM,PVV,ZKG,45,40,82,22,54,32,63,42,78,91,27,41,52,27,50,48,52,54,58,92,89,94,86,100,100,96.55,89.83,96.83,84.62,100,34,50,75,71,66,61,63,66,41
294,M,Hindu,IT,D3,D2,C1,88,43,6,DPP,JJS,SDS,80,79,84,69,79,68,72,65,75,88,74,80,94,77,88,83,75,83,95,82,77,91,80,100,100,87.88,90.16,88.89,86.96,89.23,86,77,93,91,83,86,77,85,60
295,F,Hindu,IT,D6,D4,C2,163,101,39,MDP,PJD,BNS,72,73,89,51,84,71,71,70,78,79,44,71,83,67,66,81,82,63,81,93,92,92,92,85,100,91.04,91.18,93.44,91.84,91.23,75,85,78,81,77,72,85,92,49
296,M,Hindu,IT,D1,D6,C4,16,151,127,SVC,PDB,BAP,71,63,78,46,85,71,80,56,81,46,40,52,72,42,69,67,82,54,76,90,91,96,92,100,100,94.92,82.76,88.06,92.31,89.39,51,78,96,84,71,64,79,84,54
297,M,Hindu,IT,D11,D9,C5,312,249,137,DPP,BPD,JDP,58,47,63,49,75,66,82,46,86,69,38,58,65,36,65,51,60,53,75,86,79,77,79,87,100,82.09,77.14,70.69,78,68.42,36,37,70,51,58,49,61,60,28
298,M,Hindu,IT,D11,D8,C3,329,219,72,HRS,PVS,BNS,64,60,64,51,79,58,82,66,80,71,51,62,75,70,68,62,69,57,84,93,94,93,88,93,100,95.24,85.71,87.72,89.47,87.1,58,61,86,71,69,75,61,71,54
299,M,Hindu,IT,D10,D5,C2,287,144,47,PJD,ASA,ASP,63,64,88,54,79,73,74,69,67,93,63,57,86,67,83,75,63,65,92,93,89,98,97,100,100,80.95,86.89,79.69,88.89,89.83,65,67,94,77,78,75,84,71,63
300,M,Hindu,IT,D7,D11,C5,203,309,142,SVC,PJD,ZKG,39,53,62,42,53,54,51,65,72,69,36,50,75,60,57,65,52,47,62,100,97,100,97,93,100,97.22,98.31,100,100,98.48,64,72,61,51,79,61,72,75,64
301,M,Hindu,IT,D11,D6,C3,320,162,100,NSD,NPB,BAP,60,71,57,49,84,69,63,59,79,79,46,62,60,50,62,64,81,52,65,87,97,96,88,87,100,89.83,93.1,83.58,84.62,86.36,66,59,86,72,92,65,85,86,56
302,F,Hindu,IT,D8,D5,C2,235,142,41,NSD,VHP,JDP,59,75,83,54,68,66,84,75,80,85,65,65,86,66,84,75,65,64,87,95,97,96,92,92,100,95.24,93.44,90.63,92.59,94.92,78,79,89,92,69,79,85,81,46
303,M,Hindu,IT,D8,D10,C2,224,276,68,DPP,IAM,ASP,41,58,77,41,88,69,76,76,94,72,48,61,81,72,82,69,81,71,81,82,88,95,86,83,100,90.32,80.65,95.38,91.67,92.19,64,74,89,85,76,85,89,82,53
304,M,Hindu,IT,D6,D2,C1,155,36,15,CVM,PJD,SDS,78,82,54,65,89,74,71,70,84,84,74,72,61,68,74,80,78,75,71,96,97,96,92,85,100,98.48,90.16,95.24,95.65,95.38,80,74,96,89,68,89,85,86,50
305,M,Hindu,IT,D1,D2,C1,11,31,2,MMP,JPM,ASP,87,77,83,61,64,78,68,85,72,51,92,86,83,77,73,77,79,78,79,97,96,92,92,92,100,93.94,95.08,88.89,91.3,98.46,85,82,72,91,71,81,86,78,77
306,M,Hindu,IT,D9,D4,C1,260,94,30,JAZ,IAM,SPP,83,71,63,49,72,67,77,74,66,86,62,70,89,69,91,74,69,64,90,90,89,93,89,77,100,85.07,91.18,96.72,83.67,87.72,76,57,93,74,70,69,79,72,58
307,M,Hindu,IT,D10,D6,C1,285,159,35,NRS,IAM,SPP,68,61,79,53,88,69,71,78,89,81,48,70,83,66,84,73,75,72,80.5,98,97,100,100,100,100,94.92,94.83,88.06,92.31,98.48,76,66,93,88,70,82,88,80,41
308,M,Hindu,IT,D4,D9,C3,95,258,80,MDP,PVS,SYD,64,54,68,41,85,55,55,72,55,79,56,66,76,51,62,68,78,63,75,99,96,94,95,100,100,100,95.71,93.1,100,96.49,73,74,93,78,62,70,85,66,43
309,M,Hindu,IT,D6,D5,C3,171,130,97,ARP,ZPB,ZKG,54,72,64,49,89,82,77,67,79,81,51,56,81,45,78,67,79,63,83,82,80,79,82,62,100,76.19,73.77,64.06,72.22,69.49,68,71,96,66,76,73,81,82,45
310,M,Hindu,IT,D4,D8,C4,116,228,129,NSD,PAT,SDS,60,66,58,46,71,56,59,61,66,81,44,56,71,52,66,49,75,53,70,97,94,96,97,100,100,90.48,87.3,89.47,82.46,85.48,57,61,85,72,70,68,88,59,39
311,M,Hindu,IT,D11,D5,C2,321,122,52,PJD,JPM,SYD,66,69,60,56,69,68,84,56,63,65,56,60,92,68,85,80,76,69,89,99,97,96,97,100,100,96.83,96.72,96.88,96.3,100,71,67,90,84,72,67,77,92,53
312,M,Hindu,IT,D8,D12,C6,238,331,169,VVV,NPB,SYD,46,50,58,38,68,36,60,54,65,49,38,35,59,37,60,49,51,51,60,69,68,71,76,67,100,77.59,71.19,73.02,76.92,78.57,39,58,75,64,45,55,75,49,37
313,M,Hindu,IT,D11,D10,C5,325,283,140,CVM,PJD,ASP,55,52,43,42,55,58,72,73,74,77,37,45,73,57,60,48,67,61,68,97,93,95,94,93,100,83.87,87.1,84.62,85.42,93.75,49,39,69,62,64,59,56,68,48
314,M,Hindu,IT,D11,D8,C3,306,223,92,VVV,BPD,JDP,66,45,50,62,79,59,84,64,65,65,48,60,70,54,66,72,58,63,75,93,84,84,82,93,100,84.13,92.06,71.93,87.72,87.1,67,66,93,71,80,60,78,78,51
315,M,Hindu,IT,D10,D2,C2,294,37,43,JAZ,PVS,SYD,79,79,83,66,71,75,78,63,79,85,67,58,97,59,91,79,74,58,94,100,100,100,100,100,100,90.91,96.72,71.43,100,83.08,89,80,91,94,71,81,87,79,56
316,M,Hindu,IT,D4,D6,C2,113,154,40,MMP,PVS,BAP,66,64,58,49,78,72,63,61,49,80,64,70,75,72,70,62,73,62,74.5,94,93,96,92,100,100,100,100,89.55,88.46,95.45,77,90,93,85,68,78,85,75,71
317,M,Hindu,IT,D11,D12,C6,323,346,178,VVV,PDB,SPP,43,34,46,38,57,36,72,39,72,65,28,39,57,35,53,44,55,40,51,99,97,99,97,93,100,98.28,94.92,93.65,84.62,92.86,28,37,80,52,50,55,51,44,36
